web-scraper-order,web-scraper-start-url,pages,links,links-href,title,description ,application open date,application closed date
1665477462-488,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Lena McEwan Soroptimist International Scholarship at University College,https://scholarships.unimelb.edu.au/awards/lena-mcewan-soroptimist-international-scholarship-at-university-college,Lena McEwan Soroptimist International Scholarship at University College,This scholarship is awarded to first-year female domestic students residing at University College and with financial need.,19-Aug-19,31-Jan-20
1665477465-489,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Ron and Margaret Dobell Foundation Music Theatre Award,https://scholarships.unimelb.edu.au/awards/the-ron-and-margaret-dobell-foundation-music-theatre-award,Ron and Margaret Dobell Foundation Music Theatre Award,The Ron and Margaret Dobell Foundation Music Theatre Award provides significant funding to help aspiring VCA Music Theatre students to embark on a successful career following graduation.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665477469-490,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,St Hilda's College Lorna Lloyd-Green Scholarship for Non-Keyboard,https://scholarships.unimelb.edu.au/awards/st-hildas-college-lorna-lloyd-green-scholarship-for-non-keyboard,St Hilda's College Lorna Lloyd-Green Scholarship for Non-Keyboard,"This scholarship is offered to a new students who are enrolled in courses in the Faculty of the VCA and Music.
Applicants are required to have nominated St Hilda's College as their college of first preference at the time of application.
A written application is required.",1-Aug-20,25-Nov-20
1665477472-491,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Social Equity in Engineering and Information Technology (Re-advertised),https://scholarships.unimelb.edu.au/awards/social-equity-in-engineering-and-information-technology-re-advertised,Social Equity in Engineering and Information Technology (Re-advertised),"The Social Equity in Engineering and Information Technology Scholarship will provide a graduate researcher with the opportunity to undertake a PhD through Australia’s highest-ranked Institution in engineering and IT while receiving additional research, mentoring and training supports through the Melbourne Social Equity Institute.",1-Sep-21,20-Oct-21
1665477475-492,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,The Catherine Mary Sullivan Scholarship in Music Composition,https://scholarships.unimelb.edu.au/awards/the-catherine-mary-sullivan-scholarship-in-music-composition,The Catherine Mary Sullivan Scholarship in Music Composition,"This scholarship is for graduate students in music composition at the Melbourne Conservatorium of Music, with preference given to female students.",No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665477477-493,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Aboriginal and Torres Strait Islander Complex Trauma Research PhD Scholarship,https://scholarships.unimelb.edu.au/awards/aboriginal-and-torres-strait-islander-complex-trauma-research-phd-scholarship,Aboriginal and Torres Strait Islander Complex Trauma Research PhD Scholarship,"The Aboriginal and Torres Strait Islander Complex Trauma Research Scholarship is for the purpose of supporting an Indigenous Australian graduate to conduct research in the area of complex trauma among Aboriginal and Torres Strait Islander people. It has been set up with funding from the Faculty of Medicine, Dentistry and Health Sciences and a Medical Research Future Fund grant.",10-Mar-22,8-Apr-22
1665477482-494,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Rina Mackley Award for Architects in Landscape Architecture,https://scholarships.unimelb.edu.au/awards/rina-mackley-award-for-architects-in-landscape-architecture,Rina Mackley Award for Architects in Landscape Architecture,This award is given to a high achieving student entering the Master of Landscape Architecture program from an architecture (or other non-cognate) background.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665477485-495,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,St Hilda's College The Fellows of St Hilda's College Scholarship,https://scholarships.unimelb.edu.au/awards/st-hildas-college-the-fellows-of-st-hildas-college-scholarship,St Hilda's College The Fellows of St Hilda's College Scholarship,"This scholarship is offered to regional or rural students of The University of Melbourne who could not otherwise afford residence at St Hilda's College.  The scholarship will be awarded on the basis of satisfactory performance at college selection interview and demonstrated disadvantages including financial need.
Applicants are required to have nominated St Hilda's College as their college of first preference at the time of application.
A written application is required.",1-Aug-20,25-Nov-20
1665477488-496,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Norma De Gruchy Award - Most Talented in Classical Ballet,https://scholarships.unimelb.edu.au/awards/norma-de-gruchy-award-most-talented-in-classical-ballet,Norma De Gruchy Award - Most Talented in Classical Ballet,This scholarship is for second-year students who are the most talented in classical dance.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665477491-497,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Norma De Gruchy Award - Most Improved in Classical Ballet,https://scholarships.unimelb.edu.au/awards/norma-de-gruchy-award-most-improved-in-classical-ballet,Norma De Gruchy Award - Most Improved in Classical Ballet,This scholarship is for second-year Bachelor of Fine Arts students who are the most improved in classical dance.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665477494-498,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,The Leary Trust for Australian Indigenous Languages Award,https://scholarships.unimelb.edu.au/awards/the-leary-trust-for-australian-indigenous-languages-award,The Leary Trust for Australian Indigenous Languages Award,One annual award to support and encourage the study of Australian Indigenous languages by Australian Indigenous students at the University of Melbourne.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665477497-499,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Melbourne Medical Postgraduate Committee Gordon-Taylor Scholarship,https://scholarships.unimelb.edu.au/awards/melbourne-medical-postgraduate-committee-gordon-taylor-scholarship,Melbourne Medical Postgraduate Committee Gordon-Taylor Scholarship,"Established by an anonymous donor in memory of the late Sir Gordon Gordon-Taylor, a British surgeon whose lifetime interest in Australia and Australian doctors advanced the standards of medicine and surgery in this country.

This scholarship supports medical graduates undertaking a graduate research degree in the in the fields of medicine and/or surgery, with up to approximately $5,800.",No application is required. You will be automatically considered for this award.,"Annual payment

        Full benefit details"
1665477501-500,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Comparative imaginations: how do cities think of each other?,https://scholarships.unimelb.edu.au/awards/comparative-imaginations-how-do-cities-think-of-each-other,Comparative imaginations: how do cities think of each other?,"In an increasingly connected urban age, global cities are inevitably asked to pay attention to each other. As they seek a place on the world stage and embark on ambitious urban development plans, cities draw ideas and inspirations from, but also see themselves in competition with, peers near and far. Yet how does this ‘comparative imagination’ work? What shapes the ways relate to each other? There might be today more than 200 networks of cities and an equivalent number of city rankings and indexes: how do these, and other forms of comparative thinking shape city leadership internationally? What ways of ‘seeing’ globally determine the way the governance of cities is evolving?

Housed in the new Connected Cities Lab within the University’s Faculty of Architecture, Building and Planning (ABP), this multidisciplinary PhD project will challenge an emerging scholar to research, and experience first-hand, the comparative dimension of urban policy, and its international underpinnings.",1-Sep-18,31-Jan-19
