web-scraper-order,web-scraper-start-url,links,links-href,title,description ,application status 
1665920157-187,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"DEPM Prostate Cancer Research Scholarship

				
			
		
			
The DEPM Prostate Cancer Research Scholarship is intended to encourage students to undertake…			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: $3,000
                    Number offered:  Three scholarships are available",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fdepm-prostate-cancer-research-scholarship-6063B%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fdepm-prostate-cancer-research-scholarship-6063B%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=MkUHlw0L4xhGIHgZaT7xkg&profile=_default&rank=39&query=%21padrenull,DEPM Prostate Cancer Research Scholarship,"The DEPM Prostate Cancer Research Scholarship is intended to encourage students to undertake further studies at Honours level in medicine at the Monash Alfred campus in the area of Public Health and Preventive Medicine, focusing principally on improving health outcomes for men diagnosed with prostate cancer.",No application required
1665920161-188,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Department of Economics Honours Merit Scholarship

				
			
		
			
This scholarship is awarded to high achieving students who enter into the Bachelor of Commerce…			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: $10,000
                    Number offered:  Varies",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fdepartment-of-economics-honours-merit-scholarship-6111%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fdepartment-of-economics-honours-merit-scholarship-6111%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=Cp4gGueK6OnP0Lb0tLR80g&profile=_default&rank=38&query=%21padrenull,Department of Economics Honours Merit Scholarship,This scholarship is awarded to high achieving students who enter into the Bachelor of Commerce (Honours) or the Bachelor of Economics (Honours) course.,No application required
1665920167-189,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"de Wijn Family Scholarship

				
			
		
			
The de Wijn Family Scholarship has been established to recognise the generous philanthropic support …			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $24 000
                    Number offered:  Two per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fde-wijn-family-scholarship-6168%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fde-wijn-family-scholarship-6168%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=CgC%2FjY353rUbkPYkunVn8A&profile=_default&rank=37&query=%21padrenull,de Wijn Family Scholarship,The de Wijn Family Scholarship has been established to recognise the generous philanthropic support provided by John de Wijn AM QC to Monash University.,See how to apply
1665920171-190,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Dal Sasso Family Scholarship

				
			
		
			
Those seeking asylum in Australia who wish to pursue tertiary education are regarded as…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Full course fees plus up to $20,000 allowance
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fdal-sasso-family-scholarship-6141%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fdal-sasso-family-scholarship-6141%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=l1jsd%2BK5zjcI1ezhetAVQQ&profile=_default&rank=36&query=%21padrenull,Dal Sasso Family Scholarship,Those seeking asylum in Australia who wish to pursue tertiary education are regarded as international students and are required to pay full tuition fees as well as the other costs associated with an undergraduate degree.,See how to apply
1665920176-191,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Commonwealth Indigenous Support Scholarship

				
			
		
			
A scholarship provided by the Australian Government to assist Indigenous students with the costs of …			
            
            
	    
        
            
                    Applications:  30 May - 8 July 2022
                    Total scholarship value: Up to $25,000
                    Number offered:  Variable",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcommonwealth-indigenous-support-scholarship-6096%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcommonwealth-indigenous-support-scholarship-6096%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=EufOcE5lK05tblOGKKl9Yw&profile=_default&rank=35&query=%21padrenull,Commonwealth Indigenous Support Scholarship,A scholarship provided by the Australian Government to assist Indigenous students with the costs of studying at university.,30 May - 8 July 2022
1665920180-192,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Commonwealth Indigenous Relocation Scholarship

				
			
		
			
A scholarship provided by the Australian Government to assist Indigenous students with the costs of …			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: $6000
                    Number offered:  Variable (Depending on funding)",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcommonwealth-indigenous-relocation-scholarship-6097%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcommonwealth-indigenous-relocation-scholarship-6097%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=2%2BjJJ71MB%2BGIkgHUuO8QIg&profile=_default&rank=34&query=%21padrenull,Commonwealth Indigenous Relocation Scholarship,A scholarship provided by the Australian Government to assist Indigenous students with the costs of studying at university.,see how to apply
1665920185-193,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Commonwealth Indigenous Access Scholarship

				
			
		
			
A scholarship provided by the Australian Government to assist Indigenous students with the costs of …			
            
            
	    
        
            
                    Applications:  30 May - 8 July 2022
                    Total scholarship value: $3000
                    Number offered:  Variable (Depending on funding)",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcommonwealth-indigenous-access-scholarship-6098%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcommonwealth-indigenous-access-scholarship-6098%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=syAbDhSJXGPQUM0BCn1iwA&profile=_default&rank=33&query=%21padrenull,Commonwealth Indigenous Access Scholarship,A scholarship provided by the Australian Government to assist Indigenous students with the costs of studying at university.,30 May - 8 July 2022
1665920189-194,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Colin and Eleanor Bourke Indigenous Postgraduate Scholarship

				
			
		
			
In honour of Colin and Eleanor Bourke's dedication to Monash University's human rights initiatives, …			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: Up to $40,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcolin-eleanor-bourke-indigenous-postgraduate-5725%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcolin-eleanor-bourke-indigenous-postgraduate-5725%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=0%2FtpHfPxN0kWgtV7Ewq%2F4g&profile=_default&rank=32&query=%21padrenull,Colin and Eleanor Bourke Indigenous Postgraduate Scholarship,"In honour of Colin and Eleanor Bourke's dedication to Monash University's human rights initiatives, this scholarship supports the ongoing education of Indigenous students undertaking a postgraduate coursework degree. Up to $40,000 is available for one student.",see how to apply
1665920193-195,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Cochrane Scholarship

				
			
		
			
Are you a student seeking asylum on a bridging visa? If you are a high-achieving student with the…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Tuition fees paid plus $6000 pa
                    Number offered:  One scholarship",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcochrane-scholarship-6155%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcochrane-scholarship-6155%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=8bHrEgocjGRHFPZHNWbxdg&profile=_default&rank=31&query=%21padrenull,Cochrane Scholarship,"Are you a student seeking asylum on a bridging visa? If you are a high-achieving student with the ambition to change your future, you may be eligible for the Cochrane Scholarship. You will receive 100% international student funding for a Monash undergraduate degree in the Monash Business School, plus a yearly allowance of $6000 and accommodation to the value of $14,000.",See how to apply
1665920197-196,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Co-funded Monash Graduate Scholarship (CF-MGS)

				
			
		
			
Co-funded Monash Graduate Scholarships are provided by Monash University to support international…			
            
            
	    
        
            
                    Applications:  close 31 March and 31 August each year
                    Total scholarship value: Up to $30,000
                    Number offered:  Varies",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fco-funded-monash-graduate-scholarship-cf-mgs%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fco-funded-monash-graduate-scholarship-cf-mgs%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=xl1T2zcYjw3AQFS5VjIO3A&profile=_default&rank=30&query=%21padrenull,Co-funded Monash Graduate Scholarship (CF-MGS),Co-funded Monash Graduate Scholarships are provided by Monash University to support international students undertaking Research Doctorate and Research Masters degrees.,close 31 March and 31 August each year
1665920200-197,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Clive Weeks Community Leadership Scholarship

				
			
		
			
The Clive Weeks Community Leadership Scholarship has been established for students demonstrating…			
            
            
	    
        
            
                    Total scholarship value: Up to $30,000
                    Number offered:  Two per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fclive-weeks-community-leadership-scholarship-6180%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fclive-weeks-community-leadership-scholarship-6180%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=y1xWj341MatfSNTsi%2FvijQ&profile=_default&rank=29&query=%21padrenull,Clive Weeks Community Leadership Scholarship,The Clive Weeks Community Leadership Scholarship has been established for students demonstrating leadership and community engagement or participating in industry engagement opportunities.,"Up to $30,000"
1665920204-198,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Chris Wardlaw PSM OLY Leaders Scholarship

				
			
		
			
The Chris Wardlaw PSM OLY Leaders Scholarship be introduced to support financially disadvantaged…			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: Up to $30,000
                    Number offered:  One at one time",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fchris-wardlaw-psm-oly-leaders-scholarship-6199%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fchris-wardlaw-psm-oly-leaders-scholarship-6199%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=8btKTS69sTLISkCPxyu5SA&profile=_default&rank=28&query=%21padrenull,Chris Wardlaw PSM OLY Leaders Scholarship,The Chris Wardlaw PSM OLY Leaders Scholarship be introduced to support financially disadvantaged students undertaking single or double degrees in the Faculty of Arts and the Faculty of Business and Economics.,see how to apply
1665920208-199,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Chin Communications Master of Interpreting and Translation Studies Scholarship

				
			
		
			
This scholarship was introduced to support high achieving international and domestic students…			
            
            
	    
        
            
                    Applications:  30 May - 8 July 2022
                    Total scholarship value: $3250
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fchin-communications-master-of-interpreting-scholarship-5778%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fchin-communications-master-of-interpreting-scholarship-5778%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=75%2BSRnD5M1lmY%2FZjwkjHAw&profile=_default&rank=27&query=%21padrenull,Chin Communications Master of Interpreting and Translation Studies Scholarship,"This scholarship was introduced to support high achieving international and domestic students undertaking the Master of Interpreting and Translation Studies, and who study the Mandarin-English pairing.",30 May - 8 July 2022
1665920212-200,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Cameron Roberts Memorial Scholarship

				
			
		
			
The Cameron Roberts Memorial Scholarship has been established with a focus on supporting low income …			
            
            
	    
        
            
                    Total scholarship value: Up to $30 000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcameron-roberts-memorial-scholarship-5852A%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fcameron-roberts-memorial-scholarship-5852A%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=qSuag7bC8ASqwuaZmEArpg&profile=_default&rank=26&query=%21padrenull,Cameron Roberts Memorial Scholarship,The Cameron Roberts Memorial Scholarship has been established with a focus on supporting low income Engineering students.,Up to $30 000
1665920218-201,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Brian M Davis Industrial Design Scholarship

				
			
		
			
The Brian M Davis Industrial Design Scholarship is introduced to support and encourage financially…			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: Up to $30,000
                    Number offered:  Two",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbrian-m-davis-industrial-design-scholarship-6201%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbrian-m-davis-industrial-design-scholarship-6201%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=PeZ6hWo2AvTOs2p6Nn84lw&profile=_default&rank=25&query=%21padrenull,Brian M Davis Industrial Design Scholarship,"The Brian M Davis Industrial Design Scholarship is introduced to support and encourage financially disadvantaged students to pursue their studies in the Faculty of Art, Design and Architecture.",see how to apply
1665920225-202,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Bowness Family Foundation Scholarship

				
			
		
			
This scholarship will assist a talented student without the financial means to access tertiary…			
            
            
	    
        
            
                    Total scholarship value: up to $40,000
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbowness-family-foundation-scholarship-6162%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbowness-family-foundation-scholarship-6162%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=%2BG1TFKKFUQ%2B3C6nxeZOZPw&profile=_default&rank=24&query=%21padrenull,Bowness Family Foundation Scholarship,"This scholarship will assist a talented student without the financial means to access tertiary education at Monash, and will provide sufficient financial support to enable a student from an under-represented community to engage with the richness and breadth of curricula and co-curricular opportunities available to a Monash student.","up to $40,000"
1665920230-203,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"BMYG Undergraduate Scholarship

				
			
		
			
The BMYG Undergraduate Scholarship be established within the Achieving Potential Scholarships suite …			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: Up to $30 000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbmyg-undergraduate-scholarship-6131%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbmyg-undergraduate-scholarship-6131%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=SkEmmSOPCCRWjVkpKvTcAQ&profile=_default&rank=23&query=%21padrenull,BMYG Undergraduate Scholarship,The BMYG Undergraduate Scholarship be established within the Achieving Potential Scholarships suite to recognise the generosity of Mr Eric Gao and BMYG.,see how to apply
1665920236-204,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"BMYG Postgraduate Scholarship

				
			
		
			
The BMYG Postgraduate Scholarship be established within the Achieving Potential Scholarships suite…			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: Up to $30 000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbmyg-postgraduate-scholarship-6132%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbmyg-postgraduate-scholarship-6132%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=rmjpntYRnxSuICxTqn1NZw&profile=_default&rank=22&query=%21padrenull,BMYG Postgraduate Scholarship,The BMYG Postgraduate Scholarship be established within the Achieving Potential Scholarships suite to recognise the generosity of Mr Eric Gao and BMYG.,see how to apply
1665920240-205,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Biomedicine Discovery Scholarship

				
			
		
			
The Biomedicine Discovery Scholarship has been introduced to recognise the excellence of our…			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: $9,000
                    Number offered:  Variable",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbiomedicine-discovery-scholarship-6091%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbiomedicine-discovery-scholarship-6091%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=FnxoWyF4TJHWnFPd%2BinHwA&profile=_default&rank=21&query=%21padrenull,Biomedicine Discovery Scholarship,The Biomedicine Discovery Scholarship has been introduced to recognise the excellence of our students who will be enrolled in the Bachelor of Biomedical Science (Scholar Program) Course.,No application required
1665920244-206,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Betty Amsden AO Mentor Scholarship

				
			
		
			
The Betty Amsden AO Mentor Leaders Scholarship is awarded to Access Monash mentors each year in…			
            
            
	    
        
            
                    Applications:  September-November 2022
                    Total scholarship value: $6000
                    Number offered:  20",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbetty-amsden-ao-mentor-leaders-scholarship-5765D%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fbetty-amsden-ao-mentor-leaders-scholarship-5765D%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=8xLBk44IBQpXsXTmsUjckg&profile=_default&rank=20&query=%21padrenull,Betty Amsden AO Mentor Scholarship,"The Betty Amsden AO Mentor Leaders Scholarship is awarded to Access Monash mentors each year in recognition of their service and leadership in the community. Access Monash mentors support high school students from under-represented schools in their transition from school to university by providing guidance, friendship and advice. This scholarship is aimed at recognising the mentors’ efforts and supporting them in their own studies.",September-November 2022
1665920248-207,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Aunty Diane Singh Indigenous Scholarship

				
			
		
			
Aunty Diane (DAY-Walker) Singh is a Yorta-Yorta and Wemba-Wemba Elder, with strong links to the…			
            
            
	    
        
            
                    Applications:  No application required
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Faunty-diane-singh-indigenous-scholarship-6184%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Faunty-diane-singh-indigenous-scholarship-6184%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=mWUa8FyT1zv5TMXA45hWjA&profile=_default&rank=19&query=%21padrenull,Aunty Diane Singh Indigenous Scholarship,"Aunty Diane (DAY-Walker) Singh is a Yorta-Yorta and Wemba-Wemba Elder, with strong links to the Taungurung people and the Wiradjuri peoples of New South Wales.",No application required
1665920252-208,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Arts in Prato Travel Grant

				
			
		
			
Not sure if you’re going to be able to fund an overseas study experience? This scholarship provides …			
            
            
	    
        
            
                    Applications:  30 May - 8 July 2022
                    Total scholarship value: $2000
                    Number offered:  Variable (Depending on funding)",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Farts-in-prato-travel-scholarship-6070%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Farts-in-prato-travel-scholarship-6070%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=TB6pT2fx9yapIBMHO6A4Vw&profile=_default&rank=18&query=%21padrenull,Arts in Prato Travel Grant,"Not sure if you’re going to be able to fund an overseas study experience? This scholarship provides $2000 to students undertaking a Faculty of Arts unit offered at the Prato Centre, Italy.",30 May - 8 July 2022
1665920256-209,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Anton Hermann Memorial Scholarship

				
			
		
			
Anton Hermann Memorial Scholarship honours the memory of Anton Hermann, Monash alumnus, dedicated…			
            
            
	    
        
            
                    Applications:  2 Aug - 8 Oct 2021
                    Total scholarship value: Up to $24,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2FAnton-Hermann-Memorial-Scholarship-Grant-6152%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2FAnton-Hermann-Memorial-Scholarship-Grant-6152%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=sgUZxr4JKy5OpVodLTNzHg&profile=_default&rank=17&query=%21padrenull,Anton Hermann Memorial Scholarship,"Anton Hermann Memorial Scholarship honours the memory of Anton Hermann, Monash alumnus, dedicated Melbourne lawyer and Jewish community leader.This scholarship has been established to support academically bright students with disadvantaged backgrounds financial support during their undergraduate course of study to enable them to reach their full potential.",2 Aug - 8 Oct 2021
